Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Embed_1,Embed_2,Embed_3,Embed_4
17564,Services,USA,"11882,89347","0,527668378","0,045725927","0,142396384",2,"0,064","1,077429863","0,068955511","328,4288433",0,,,,,0.0055567455,0.0070969583,-0.021137897,-0.003015034
17565,Energy,Europe,"2275,478149","0,726288368","0,055437161","0,85969778",2,"0,05","1,004155109","0,050207755","409,3056125",0,,,,,0.0012932327,0.1195146,-0.035336167,0.013837449
17566,Retail,USA,"78524,52202","0,621480862","-0,003590035","0,65859308",3,"0,072","0,74566025","0,053687538","24,89896439",0,,,,,0.019988358,0.0021197386,-0.042154122,-0.0163939
17567,Energy,LatAm,"19351,99267","0,654324489","0,144807866","0,616047214",3,"0,06","0,689806097","0,041388366","241,4199683",1,,,,,0.009982527,0.039815452,-0.034973543,-0.0072549656
17568,Finance,USA,"23509,13343","0,057532927","0,277746651","0,128385645",4,"0,056","0,233251016","0,013062057","76,08389644",1,,,,,-0.0024076868,0.17913273,-0.022751028,-0.023026254
17569,Technology,Europe,"4008,202188","0,940617177","0,25008933","0,542496554",3,"0,12","0,989642175","0,118757061","8,827020202",0,,,,,0.008492411,0.098526806,-0.018985793,0.012774147
17570,Finance,Europe,"15144,91264","0,894770024","-0,568123715","0,67989619",6,"0,07","0,794796363","0,055635745","168,0888232",1,,,,,-0.0015656967,0.078883454,-0.026961416,-0.011880923
17571,Technology,Europe,"27181,87766","0,683106746","0,055194615","0,766961881",1,"0,12","1,331071908","0,159728629","0,427935984",0,,,,,-0.0016889852,0.06037011,-0.026422787,-0.009209052
17572,Finance,Europe,"53062,08048",1,"-0,515944876","0,461920291",5,"0,07","1,329741723","0,093081921","20,68240459",1,,,,,-0.015680907,0.12422326,-0.009199789,-0.006334625
17573,Energy,Europe,"45318,97971","0,195428169","-0,028175155","1,03941143",5,"0,05","0,182978191","0,00914891","1234,812939",1,,,,,-0.01009463,0.17017238,-0.0028860373,0.0028465018
17574,Energy,Europe,"71665,37582",0,"0,08799617","0,642624079",3,"0,05","0,27000678","0,013500339","1062,571772",1,,,,,-0.030604744,0.24122524,0.014084303,0.033353366
17575,Technology,Europe,"64011,49363",0,"0,156915435","1,699795519",3,"0,12","0,148553043","0,017826365","35,20320355",1,,,,,-0.007501971,0.107413985,-0.020161767,0.009144455
17576,Technology,USA,"46263,83931","0,479504196","0,091958483","0,860743556",7,"0,096","0,149109556","0,014314517","418,8156784",1,,,,,-0.015205691,0.11074139,-0.015618652,-0.0025850162
17577,Technology,LatAm,"36948,96514","0,5255825","0,025524831","0,460546086",2,"0,144","0,934798646","0,134611005","47,56866227",0,,,,,-0.0031251889,0.0640975,-0.028963417,-0.019888703
17578,Finance,Europe,"34186,8011","0,437475258","-0,059903976","0,15331611",4,"0,07","0,570900014","0,039963001","162,9713292",1,,,,,-0.018965138,0.20915599,0.006178581,0.006778404
17579,Retail,LatAm,"17920,99581","0,705593668","0,057816712","0,236005605",0,"0,108","2,417106073","0,261047456","4,053911417",1,,,,,0.024556201,0.008842509,-0.045441445,-0.046150737
17580,Manufacturing,LatAm,"18255,19226","0,91445576","-0,735475984","0,459492323",1,"0,072","4,842414507","0,348653845","9,165009238",1,,,,,0.027153898,0.034533635,-0.019059896,-0.011525802
17581,Energy,LatAm,"50243,12951","0,337371565","0,116227957","0,346338828",2,"0,06","0,681581106","0,040894866","348,865004",1,,,,,0.0057773534,0.08236318,-0.020004746,0.0032791868
17582,Energy,LatAm,"21269,49506","0,216991667","0,165330521","0,148153882",1,"0,06","0,807413007","0,04844478","50,99354307",1,,,,,-0.00803219,0.027574379,-0.05061237,-0.015311167
17583,Finance,USA,"27526,44896","0,239361428","0,2795311","0,283762824",6,"0,056","0,155304066","0,008697028","479,6828352",0,,,,,-0.03246642,0.18321268,0.006252055,0.013271086
17584,Finance,Europe,"6409,985157",1,"-0,550002005","0,632233154",1,"0,07","4,194966809","0,293647677","1,533512566",0,,,,,-0.007691391,0.200864,-0.0002780808,0.0021186695
17585,Finance,LatAm,"8349,689447","0,242135697","-0,11850352","0,897354197",1,"0,084","0,765696017","0,064318465","72,1667272",1,,,,,-0.005350394,0.1058425,-0.020283893,-0.010790981
17586,Finance,LatAm,"30575,26489","0,700450753","0,759978883","0,780123937",1,"0,084","0,670746021","0,056342666","432,4163618",0,,,,,-0.040322803,0.07205293,-0.010178526,-0.007436104
17587,Energy,USA,"1134982,354","0,946958678","0,172370962","0,41619502",5,"0,04","0,63126442","0,025250577","2345,434964",1,,,,,-0.0030544363,0.064647116,-0.028048273,-0.00423643
17588,Finance,USA,"14011,7526",0,"1,065422685","0,475015978",2,"0,056","0,149130924","0,008351332","430,7807771",1,,,,,-0.02446978,0.02605115,-0.032928858,-0.014062606
17589,Finance,USA,"6779,281625","0,995407709","-0,414430201","0,37781884",2,"0,056","3,060665405","0,171397263","190,1330652",1,,,,,0.00600121,0.060614858,-0.007629316,-0.01744271
17590,Technology,Europe,"23683,95981",0,"0,233723478","0,423359621",3,"0,12","0,260434656","0,031252159","16,10475059",1,,,,,0.02864851,0.12656754,-0.017606966,-0.034346987
17591,Retail,USA,"6243,536746","0,514789518","0,064683302","0,348683011",2,"0,072","0,935344348","0,067344793","41,3374819",1,,,,,-0.00857136,0.06415139,-0.0035806345,-0.051862422
17592,Services,USA,"10755,88367",1,"-0,746674229","0,5379559",5,"0,064","1,612355704","0,103190765","124,2923946",1,,,,,-0.012236489,0.120974846,-0.01705043,-0.04033634
17593,Retail,Europe,"29987,50018","0,255181608","0,053350899","0,256490149",4,"0,09","0,368312484","0,033148124","102,4249097",0,,,,,0.0023801401,0.113798186,-0.006576749,-0.0367349
17594,Technology,LatAm,"8103,940335","0,700164376","0,084782391","0,276432636",4,"0,144","0,688835943","0,099192376","110,729299",1,,,,,-0.026020234,0.02670953,-0.01849766,-0.02545106
17595,Technology,USA,"25686,60291","0,811080958","0,126865336","0,571948363",2,"0,096","1,226030751","0,117698952","3,634350994",0,,,,,-0.011460664,0.14551036,-0.0069127483,-0.026346236
17596,Energy,USA,"66782,15081",0,"0,055097627","0,146205447",2,"0,04","0,482777038","0,019311082","323,3913884",1,,,,,0.011423991,0.12385687,-0.011060953,-0.0110071
17597,Services,USA,"23920,94172","0,780519792","0,078578874","0,232471468",1,"0,064","1,965929338","0,125819478","208,6828558",1,,,,,-0.004632147,0.21200112,0.00901373,-0.015397437
17598,Finance,USA,"9655,514251","0,477164558","0,09339056","0,077074269",0,"0,056","1,792872609","0,100400866","124,362817",1,,,,,-0.02685118,0.17347804,0.0045299977,-0.040847477
17599,Energy,USA,"131220,1843","0,035348633","0,230090784","0,257921544",3,"0,04","0,299383893","0,011975356","560,2747994",1,,,,,-0.023527374,0.10164435,-0.012775315,-0.054436862
17600,Services,LatAm,"19597,93509","0,199109601","0,269666766","0,139832137",2,"0,096","0,526808364","0,050573603","95,67012892",1,,,,,-0.022246422,0.09205773,0.022437513,-0.014132924
17601,Energy,USA,"12438,20443",1,"0,105198303","0,870126675",2,"0,04","1,432954447","0,057318178","171,0886344",1,,,,,-0.007957257,0.1674033,0.022790663,-0.04267802
17602,Finance,LatAm,"41711,38499","0,657882796","-0,255375537","0,50050217",5,"0,084","0,601666873","0,050540017","90,65684047",1,,,,,-0.034912303,0.048164573,0.0012754966,-0.033295725
17603,Manufacturing,USA,"15203,7323","0,66907675","-0,300304263","0,55178802",7,"0,048","0,342331874","0,01643193","190,5004633",1,,,,,0.014153294,0.1913942,0.024941914,-0.00647334
17604,Technology,Europe,"54863,07073",0,"0,155953335","0,825606631",4,"0,12","0,170544904","0,020465388","1368,850866",1,,,,,0.012769968,0.12247175,-0.027201328,-0.011385962
17605,Technology,Europe,"33245,40405","0,675934896","0,107205752","0,544941736",4,"0,12","0,567920249","0,06815043","236,6553543",1,,,,,-0.013404099,0.07935244,-0.021378193,-0.0065235496
17606,Services,LatAm,"14524,73495","0,775353229","-0,810837879","0,391929642",2,"0,096","3,247556613","0,311765435","19,3609638",1,,,,,-0.018632269,0.0024254164,0.033962574,-0.00024800748
17607,Manufacturing,LatAm,"49007,74853","0,66953636","0,638734024","0,4502226",4,"0,072","0,346614945","0,024956276","146,7215412",1,,,,,-0.019538375,0.09478599,0.03468717,0.01529292
17608,Technology,Europe,"12311,5879",1,"0,191866614","0,311960609",3,"0,12","1,286793007","0,154415161","73,0525502",1,,,,,-0.060859308,0.1822932,0.012376758,0.025205098
17609,Manufacturing,USA,"11919,24005","0,735172994","0,12731821","0,650123458",3,"0,048","0,779096435","0,037396629","37,18745922",1,,,,,-0.023358991,0.14196077,0.01492948,0.026552461
17610,Energy,LatAm,"31560,76764","0,498505939","0,145597896","2,634828221",3,"0,06","0,198840338","0,01193042","237,373596",1,,,,,-0.005801931,0.18468551,0.03798597,0.013356678
17611,Technology,USA,"29277,35846","0,607086015","0,02125788","0,354534496",8,"0,096","0,184908142","0,017751182","81,72205127",1,,,,,-0.038269587,0.23167418,0.009842916,0.038828373
17612,Technology,Europe,"20132,51015","0,824701541","0,247235565","1,214428269",4,"0,12","0,44157942","0,05298953","138,3932815",1,,,,,-0.04276161,0.3014832,0.011680705,0.028743483
17613,Services,LatAm,"96427,92844","0,692736781","0,840499707","0,577398773",2,"0,096","0,501528962","0,04814678","53,98400577",0,,,,,-0.0061033294,0.038746048,0.036524996,-0.0014036894
17614,Manufacturing,USA,"17329,06127","0,219451415","0,814371441","0,533970513",2,"0,048","0,258675843","0,01241644","1069,845657",1,,,,,-0.03970518,0.18869208,0.00010584202,0.030862667
17615,Retail,Europe,"56299,19777",1,"0,038123255","0,779285891",3,"0,09","1,187955544","0,106915999","79,35448351",1,,,,,-0.009560205,0.22796953,-0.012883797,0.007373132
17616,Retail,LatAm,"13121,08343","0,675338626","0,073995797","0,331614777",3,"0,108","0,880914024","0,095138715","56,21383922",1,,,,,0.0022308491,0.11651373,0.0033945693,-0.0071555153
17617,Services,LatAm,"30178,64492","0,702755497","0,618938594","0,131847262",4,"0,096","0,435731531","0,041830227","223,3509861",1,,,,,0.009849922,0.008894684,0.018491466,-0.009894818
17618,Technology,LatAm,"27923,78271","0,771903178","0,20028155","0,398079447",3,"0,144","0,86808425","0,125004132","113,2448493",1,,,,,-0.021402096,0.102892436,0.019289698,-0.002017215
17619,Finance,USA,"18790,16715",1,"-0,336285998","0,151475645",3,"0,056","2,364456476","0,132409563","83,49084427",1,,,,,-0.024928818,0.1322017,0.013347988,0.0052566826
17620,Retail,USA,"11498,59719",0,"0,076870778","0,555220709",4,"0,072","0,21129899","0,015213527","411,2741447",1,,,,,-0.01779179,0.21353221,0.010208673,-0.0063235313
17621,Energy,Europe,"27439,45909","0,038614325","0,197807076","0,186686477",3,"0,05","0,32199192","0,016099596","23,98600062",1,,,,,-0.007872524,0.24200691,0.009986584,0.011018604
17622,Services,Europe,"15627,84168",1,"-0,208372754","0,123471721",7,"0,08","0,635487342","0,050838987","157,9517247",0,,,,,0.0046990626,0.14572066,0.018496256,0.011843838
17623,Retail,Europe,"111677,1528","0,468939905","0,077375203","0,174573926",4,"0,09","0,516204482","0,046458403","286,4968884",1,,,,,-0.0075860843,0.25598127,0.007900649,0.014753647
17624,Energy,USA,"35200,30539",1,"0,041697639","0,204589144",2,"0,04","2,129756787","0,085190271","21,74323298",1,,,,,-0.013053028,0.27406093,0.011735649,0.008321278
17625,Manufacturing,LatAm,"33509,63517","0,883882241","0,157226748","0,711498454",1,"0,072","1,670039679","0,120242857","128,7515302",1,,,,,-0.027165933,0.07938512,0.011903406,0.001209043
17626,Technology,Europe,"35431,8436","0,202956896","0,254438357","0,809538407",6,"0,12","0,115929594","0,013911551","435,4246248",1,,,,,-0.028200293,0.13801187,0.016558923,0.013933346
17627,Technology,USA,"23329,31531","0,092086787","0,086963318","0,979878343",5,"0,096","0,143880482","0,013812526","188,9211438",1,,,,,-0.021970661,0.23466508,0.019173939,0.020998962
17628,Services,LatAm,"34806,18313",1,"1,167669409","0,291270643",4,"0,096","0,363017321","0,034849663","682,7621889",1,,,,,7.097982e-05,0.19762279,0.025730949,0.007912092
17629,Retail,LatAm,"22931,01756","0,847089127","-0,02546021","0,224261735",2,"0,108","1,793130605","0,193658105","233,7997608",1,,,,,-0.004645327,0.2638754,0.027729169,0.019027837
17630,Finance,Europe,"41950,36473","0,749919728","-0,463954784","0,345989881",3,"0,07","1,675044005","0,11725308","11,42800423",1,,,,,-0.037102178,0.20318148,0.021454114,0.01334478
17631,Finance,Europe,"26426,09451","0,366761455","0,141533439","0,299709389",3,"0,07","0,526635852","0,03686451","238,9126884",1,,,,,-0.031895824,0.2315269,0.017643318,0.01543013
17632,Retail,Europe,"8154,605527",0,"0,036112996","0,056593706",4,"0,09","0,282405909","0,025416532","50,79843373",0,,,,,-0.008815819,0.12573662,0.007859969,0.0074269325
17633,Finance,Europe,"9247,207924","0,94318775","-0,496576011","0,03865823",1,"0,07","4,91370638","0,343959447","66,41496464",1,,,,,-0.0037365686,0.08901419,-0.01445023,0.0005260706
17634,Services,Europe,"22895,03387","0,47862977","0,128320396","0,134715746",4,"0,08","0,507766484","0,040621319","7,608517413",1,,,,,-0.0124728475,0.21601206,0.01489078,0.0023011863
17635,Retail,USA,"27865,08962","0,925542648","-0,002894158","0,298052761",5,"0,072","0,772735663","0,055636968","37,9301167",1,,,,,-0.0018625241,0.15467711,-0.010446874,0.020311013
17636,Manufacturing,LatAm,"45791,38715","0,681154269","0,185402497","0,152951688",3,"0,072","0,869230504","0,062584596","25,70098053",1,,,,,0.0020464528,0.072530515,0.010358241,0.0015969649
17637,Technology,LatAm,"13066,49848","0,625481055","0,130263392","0,89515166",4,"0,144","0,431875624","0,06219009","52,49334635",1,,,,,-0.01395222,0.11472958,-0.0040868726,0.0017353743
17638,Services,LatAm,"26003,41312","0,373358623","-0,12400861","0,453270329",4,"0,096","0,475880446","0,045684523","143,147882",0,,,,,-0.01817237,0.10727767,0.014000763,-0.007883385
17639,Energy,USA,"26523,02919","0,583283148","0,032381058","0,139308825",3,"0,04","0,880636138","0,035225446","439,4678788",1,,,,,0.004354473,0.23728473,0.014790584,0.01350534
17640,Retail,LatAm,"40295,9178","0,589843317","0,02320488","0,387663445",4,"0,108","0,587269396","0,063425095","171,0039519",1,,,,,0.014838508,0.044284273,0.000623608,0.011043005
17641,Services,USA,"16891,96784",1,"-0,199775904","0,45792423",2,"0,064","2,388854085","0,152886661","104,7317405",1,,,,,0.0013386328,0.17582716,0.019197986,-0.013687767
17642,Technology,LatAm,"50179,9271","0,296338756","0,153634428","0,910531243",3,"0,144","0,344937542","0,049671006","155,5041826",1,,,,,-0.008197524,0.023254147,0.013515883,-0.0065022334
17643,Services,LatAm,"11665,06353","0,63985862","0,063555908","0,071581487",7,"0,096","0,289511945","0,027793147","35,71733016",1,,,,,-0.01581184,0.14140683,0.021911487,-0.01900797
17644,Retail,LatAm,"16152,94495","0,853693734","0,044974467","0,103046449",1,"0,108","2,420666488","0,261431981","33,09773846",1,,,,,0.0037259776,0.07056384,0.03623582,0.015147857
17645,Finance,Europe,"20938,4742",1,"-1,036210525","0,335605155",4,"0,07","3,216867136","0,2251807","80,26551984",1,,,,,-0.016513368,0.20647646,0.0073403204,0.005116746
17646,Energy,USA,"38565,99674","0,222753668","0,057952922","0,263741524",3,"0,04","0,469684924","0,018787397","885,3059955",0,,,,,0.0060308296,0.25127193,0.023231748,-0.013451487
17647,Finance,LatAm,"5928,022243","0,665276995","-0,382597877","0,423197839",7,"0,084","0,394125635","0,033106553","429,677749",1,,,,,-0.010786099,0.1544597,0.045749236,0.01962775
17648,Technology,USA,"29808,07834",0,"0,223855998","0,460338073",8,"0,096","0,057611963","0,005530748","443,0662884",1,,,,,0.007811697,0.12335011,-0.006511138,-0.031895462
17649,Energy,LatAm,"57638,89796","0,747850506","0,054689294","0,31499456",4,"0,06","0,747956233","0,044877374","178,1584693",1,,,,,0.018383086,0.16408753,0.019105673,-0.007043548
17650,Manufacturing,USA,"11080,92394",1,"-0,073061595","0,053151614",3,"0,048","1,908821026","0,091623409","120,4686454",1,,,,,-0.00544589,0.11709414,-0.023433007,-0.013133958
17651,Technology,Europe,"18315,68979","0,615296673","0,253194785","0,31572871",4,"0,12","0,502522869","0,060302744","31,8178946",0,,,,,-0.00800121,0.22868131,-0.017173719,-0.016885795
17652,Energy,Europe,"18726,0234","0,679578363","0,180565305","0,319040655",1,"0,05","1,461234917","0,073061746","45,59904809",1,,,,,0.00326116,0.13285866,-0.01965702,-0.012248576
17653,Finance,Europe,"56219,36847",1,"0,08177594","0,098363295",0,"0,07","3,931584055","0,275210884","55,64753439",0,,,,,-0.0072393157,0.14471857,0.010688256,-0.00026343018
17654,Retail,LatAm,"16676,30119","0,589318524","0,0395139","0,531367343",6,"0,108","0,294870269","0,031845989","379,8586846",1,,,,,0.017733743,0.015293475,0.02546962,0.012428753
17655,Services,USA,"7402,449096","0,985594557","-0,567818581","0,172009637",2,"0,064","3,896994434","0,249407644","2,119332941",0,,,,,-0.024645085,0.22794501,0.017817836,0.009659417
17656,Manufacturing,Europe,"39181,4291",1,"-0,197854361","0,559348401",3,"0,06","1,678969412","0,100738165","46,42960476",0,,,,,0.013359198,0.30182624,0.017175004,0.008429684
17657,Technology,USA,"199718,4433",1,"0,189817471","0,605129522",6,"0,096","0,452764919","0,043465432","269,8919649",1,,,,,-0.0033543278,0.24015228,-0.018739238,-0.012348957
17658,Retail,LatAm,"27636,27624","0,741368457","0,037846356","0,265202569",6,"0,108","0,423841822","0,045774917","21,7213781",1,,,,,0.016731441,0.0138695985,0.043177176,0.026125498
17659,Finance,LatAm,"15569,60681","0,154840083","-0,069109195","0,79717027",5,"0,084","0,202459418","0,017006591","8,314626389",1,,,,,0.017018363,0.1263538,0.027317323,0.002951704
17660,Services,USA,"6436,617057","0,730054331","-0,347046413","0,523475019",1,"0,064","2,411841108","0,154357831","1,311979801",1,,,,,0.003006177,0.22391887,-0.013954187,-0.010040209
17661,Services,USA,"42416,30664","0,244877028","1,084153547","0,492277386",1,"0,064","0,282810929","0,018099899","32,75970356",1,,,,,-0.01647135,0.2057503,-0.009154777,-0.026393883
17662,Finance,LatAm,"26290,02035","0,540936296","0,040435665","0,181818345",7,"0,084","0,241728425","0,020305188","1143,594709",1,,,,,0.010059418,0.10028163,0.044304848,-0.00435213
17663,Retail,Europe,"40692,33807",0,"0,069955376","0,803589549",2,"0,09","0,342408726","0,030816785","146,6132372",1,,,,,0.0462373,0.23953192,0.027013361,0.019766383
17664,Finance,LatAm,"12690,01459","0,483755063","0,151946012","0,226664012",2,"0,084","0,869666544","0,07305199","160,5591477",1,,,,,0.01486971,0.016863769,0.06793103,0.00080703944
17665,Retail,LatAm,"7040,605675","0,61827737","0,051377593","0,228908091",1,"0,108","1,586585806","0,171351267","8,077892306",1,,,,,0.005544098,0.07925642,0.014677291,-0.0057586804
17666,Retail,Europe,"30535,30946",0,"0,033235534","0,858948642",1,"0,09","0,466400834","0,041976075","94,15588426",1,,,,,0.014922919,0.095401764,0.003283143,-0.01550249
17667,Energy,Europe,"21800,35105",1,"0,124828268","0,597256059",2,"0,05","1,61049841","0,080524921","150,8214164",1,,,,,0.020905472,0.10082286,0.025993243,-0.006045155
17668,Manufacturing,LatAm,"21148,65634","0,841838894","0,559924296","1,099952441",3,"0,072","0,473718424","0,034107727","325,5847406",1,,,,,0.032653175,0.20683306,0.0038948338,-0.009033404
17669,Technology,LatAm,"25087,07116","0,665890732","0,177113881","0,164079598",3,"0,144","0,851873207","0,122669742","123,9642425",1,,,,,0.0019483492,0.19746484,-0.014155966,-0.016662344
17670,Manufacturing,LatAm,"5896,562231","0,80404714","-0,498081659","0,529617525",5,"0,072","0,941146569","0,067762553","175,1290012",1,,,,,-0.01522086,0.118905045,0.012640935,-0.00223016
17671,Energy,LatAm,"41906,08112","0,341929978","0,08644418","0,883310423",3,"0,06","0,400434759","0,024026086","126,5826",1,,,,,-0.009007158,0.13279554,0.038151402,0.010682151
17672,Energy,USA,"77221,50738","0,342085211","0,119301613","0,12306352",3,"0,04","0,566824494","0,02267298","70,20389813",1,,,,,-0.026622275,0.15136155,0.0018632598,-0.019891009
17673,Energy,USA,"21294,89324",1,"0,069191269","0,290623514",2,"0,04","1,984757964","0,079390319","222,8595101",1,,,,,0.0005656462,0.15740497,0.035172228,-0.0074596033
17674,Finance,USA,"78141,16582","0,576922418","0,445656292","0,589810268",2,"0,056","0,621774496","0,034819372","663,0353751",1,,,,,0.008975824,0.17426197,0.05039547,-0.0020471886
17675,Retail,USA,"33716,4926","0,049470427","-0,021430568","0,373234041",6,"0,072","0,150923708","0,010866507","2581,874998",1,,,,,0.0022028387,0.14313482,0.010075898,-0.010941647
17676,Energy,LatAm,"2822,021833","0,537997479","0,123154847","0,399435991",3,"0,06","0,659761664","0,0395857","157,1705056",1,,,,,-0.0019058194,0.23749536,0.040756594,0.00508444
17677,Manufacturing,Europe,"12146,22455","0,370760461","0,210870752","0,394191386",4,"0,06","0,349299432","0,020957966","586,1564696",1,,,,,-0.0103202555,0.15104891,0.03293213,0.015177056
17678,Manufacturing,Europe,"127889,1836","0,031467292","0,456910385","0,178065702",1,"0,06","0,449894442","0,026993667","1110,100207",1,,,,,-0.02532299,0.23806043,-0.007994553,0.02807314
17679,Manufacturing,LatAm,"16990,09171","0,362484688","0,355421113","0,841126194",1,"0,072","0,587277882","0,042284008","410,0037603",1,,,,,-0.0008325819,0.13631062,-0.0060991757,0.0064704046
17680,Energy,LatAm,"15530,14489","0,742504146","0,041247631","0,428402514",1,"0,06","1,747711698","0,104862702","19,26207962",1,,,,,-0.002285095,0.07834633,-0.019738391,-0.011812672
17681,Finance,LatAm,"92740,65012","0,623582932","0,947840043","0,561181911",6,"0,084","0,123309651","0,010358011","420,7437798",0,,,,,-0.0013735108,0.065319784,-0.01165376,-0.013141468
17682,Services,USA,"7928,600491",1,"-0,389502131","0,186277599",5,"0,064","1,344958734","0,086077359","145,9387356",0,,,,,-0.025134465,0.18575893,-0.020705622,-0.019420005
17683,Manufacturing,Europe,"18292,83837","0,95201867","-0,306969635","0,854443417",5,"0,06","0,825121964","0,049507318","223,7248755",1,,,,,-0.0023930017,0.10672869,-0.025918845,0.010924257
17684,Services,LatAm,"10320,86783","0,457971379","-0,199471603","0,148883205",6,"0,096","0,372315774","0,035742314","75,17710781",1,,,,,0.030298512,0.14044712,-0.0044765226,-0.016313858
17685,Manufacturing,Europe,"7003,977234",0,"0,073218578","0,211480918",6,"0,06","0,138213037","0,008292782","766,4960857",0,,,,,-0.004567342,0.12024486,-0.013556451,0.027465515
17686,Services,LatAm,"26200,78404","0,553143375","-0,683754016","0,265305049",2,"0,096","2,183254284","0,209592411","144,0328757",1,,,,,0.05618509,0.13571642,0.000486983,-0.02906039
17687,Finance,Europe,"38752,28291","0,343916867","0,428842441","0,093536653",5,"0,07","0,232297717","0,01626084","12,19672139",1,,,,,-0.0021341518,0.038903166,-0.018761035,0.02588977
17688,Energy,LatAm,"17551,38625","0,360827123","0,140353665","0,973301743",2,"0,06","0,503705326","0,03022232","795,8397747",1,,,,,-0.003971318,0.0060365354,-0.020949826,-0.019052144
17689,Retail,Europe,"35525,96674","0,491628555","0,088749259","0,428463409",3,"0,09","0,627797177","0,056501746","374,2450981",1,,,,,-0.013800604,0.10171586,-0.019350203,0.029598631
17690,Energy,Europe,"44773,85591","0,11674697","0,323971741","0,396584374",2,"0,05","0,387847339","0,019392367","399,9192386",1,,,,,-0.004670216,0.07886202,-0.020707369,0.009318009
17691,Finance,USA,"18616,83327","0,365379345","-0,08304419","0,214156534",2,"0,056","0,926848591","0,051903521","127,7155051",1,,,,,-0.0019737463,0.16712867,-0.010011679,0.01626452
17692,Services,LatAm,"79183,88319","0,679790592","0,660453623","0,256495982",2,"0,096","0,691414537","0,066375796","85,33563459",1,,,,,-0.00095030107,-0.00017811684,0.00467036,-0.0153809935
17693,Energy,Europe,"44819,45329",0,"-0,139887272","0,600583657",0,"0,05","0,851799118","0,042589956","55,98237966",1,,,,,0.010874538,0.0964313,-0.02206118,0.0018891171
17694,Retail,LatAm,"14395,6966","0,68449424","0,016805948","0,905959916",4,"0,108","0,5256895","0,056774466","195,4005903",1,,,,,-0.0050968695,0.057540625,0.014374423,0.018763572
17695,Technology,LatAm,"14777,08885","0,645647294","0,142957506","0,093910384",2,"0,144","1,195492509","0,172150921","27,05897608",1,,,,,-0.02125519,0.07786384,0.020682015,-0.0043091774
17696,Finance,Europe,"21443,27848","0,028350084","0,4173167","0,24140799",3,"0,07","0,247710249","0,017339717","483,252293",1,,,,,0.01850637,0.15334913,-0.0062737055,0.0055148974
17697,Retail,USA,"18068,86005","0,750981553","0,053277831","0,239544962",2,"0,072","1,423931941","0,1025231","129,0404829",1,,,,,-0.011287676,0.12761304,0.00215285,0.005197823
17698,Manufacturing,Europe,"4603,061922",1,"-0,672940673","1,166548122",4,"0,06","1,476488468","0,088589308","91,81184801",1,,,,,-0.002829088,0.17908202,-0.015839161,0.029252134
17699,Finance,USA,"4596,953913","0,053679705","-0,260296192","0,513563985",3,"0,056","0,442211837","0,024763863","1464,315491",1,,,,,-0.016489955,0.121398166,-0.018713735,-0.0009323582
17700,Energy,USA,"10874,54918","0,280883721","0,069763536","0,556727183",4,"0,04","0,324068118","0,012962725","1911,573789",0,,,,,0.010821766,0.10546797,-0.019641675,-0.007916577
17701,Manufacturing,USA,"39870,89326",1,"-0,714207074","0,285285983",3,"0,048","3,227036046","0,15489773","19,50254743",0,,,,,0.010146525,0.24833964,-0.023350675,-0.00035431236
17702,Technology,USA,"45608,82164","0,008903341","0,071751835","1,501298617",3,"0,096","0,181038397","0,017379686","619,5600065",1,,,,,0.00734316,0.1824704,0.0023037978,-0.007649608
17703,Technology,USA,"6081,33534",1,"-0,003392419","0,745653751",2,"0,096","1,699893401","0,163189766","77,95177018",1,,,,,0.04083182,0.21187364,0.03607777,0.0271179
17704,Technology,USA,"6936,437254",1,"0,128428682","1,552661023",2,"0,096","0,995252114","0,095544203","10,18465515",1,,,,,0.03341622,0.34952527,0.07202758,0.024044216
17705,Finance,Europe,"21051,81027","0,196700987","0,365801199","0,207329021",1,"0,07","0,622249445","0,043557461","51,86914383",1,,,,,-0.016839666,0.23146905,-0.014443339,0.012393713
17706,Finance,USA,"609954,1493",0,"0,676615791","0,149520929",3,"0,056","0,191785781","0,010740004","1193,915452",1,,,,,0.006181904,0.3562325,0.031947482,0.0026133135
17707,Finance,LatAm,"16293,45384","0,593053113","0,534163553","0,402189205",7,"0,084","0,142890241","0,01200278","1109,078421",1,,,,,-0.013571879,0.08798406,0.030672282,-0.00038026273
17708,Manufacturing,Europe,"45809,70991",0,"0,712292989","0,34168171",2,"0,06","0,226925424","0,013615525","271,3693423",1,,,,,0.017200146,0.30970204,-0.017787052,0.0021604374
17709,Services,USA,"22826,84635","0,694366338","0,590629529","0,724439773",0,"0,064","1,092752882","0,069936184","43,42932067",1,,,,,-0.0031339023,0.10296573,0.014167038,-0.0055901036
17710,Manufacturing,LatAm,"24681,31031","0,714759347","-0,348145421","0,101657324",1,"0,072","2,913793325","0,209793119","1,683425979",1,,,,,-0.0009523798,0.108126506,0.015010138,0.009570837
17711,Technology,LatAm,"8623,473754","0,60396864","0,295159994","0,51507472",3,"0,144","0,578831192","0,083351692","31,81665463",1,,,,,0.0053548906,0.2438897,0.04614634,0.007926196
17712,Retail,LatAm,"7753,116166","0,438322501","-0,417205068","0,335875684",3,"0,108","1,006773817","0,108731572","83,13740542",1,,,,,-0.006802857,0.09973322,0.014132942,0.0056677014
