Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
15243,Manufacturing,Europe,"13718,68811",1,"-0,770839051","0,393967901",6,"0,06","1,315024242","0,078901455","252,4524351",1,,,,
15244,Manufacturing,USA,"228180,4846","0,374321511","0,447171272","0,293113755",4,"0,048","0,291636859","0,013998569","607,4143119",1,,,,
15245,Finance,USA,"49749,2464",1,"-0,156680493","0,339251994",1,"0,056","3,277413342","0,183535147","3,377148119",1,,,,
15246,Energy,USA,"44816,79273","0,682963779","0,027635122","0,329437858",4,"0,04","0,692180596","0,027687224","494,8131438",1,,,,
15247,Energy,USA,"8972,017688","0,967267391","0,115410507","0,493036205",4,"0,04","0,894914117","0,035796565","1,894756373",1,,,,
15248,Retail,USA,"65027,70699",1,"0,019310061","0,459740811",2,"0,072","1,917111322","0,138032015","10,76695831",1,,,,
15249,Energy,USA,"18199,18677","0,256461203","0,00031014","0,458211865",4,"0,04","0,351788805","0,014071552","234,8334723",1,,,,
15250,Manufacturing,USA,"29238,64228","0,694915684","0,139625127","0,349273178",2,"0,048","1,136680088","0,054560644","1511,164843",1,,,,
15251,Retail,USA,"16932,1412","0,288265052","0,054643411","0,641808204",3,"0,072","0,430352803","0,030985402","121,0614735",0,,,,
15252,Retail,Europe,"41398,53734","0,236928146","0,059105785","0,637728839",2,"0,09","0,53655941","0,048290347","28,50523026",1,,,,
15253,Services,USA,"32632,88393","0,804332698","-0,110756335","0,129257346",3,"0,064","1,422799925","0,091059195","18,29396349",1,,,,
15254,Retail,USA,"109823,4714","0,751862633","0,019627927","0,127618979",6,"0,072","0,469708276","0,033818996","103,3315518",1,,,,
15255,Services,LatAm,"12691,10571","0,794725765","-1,037396351","0,048004324",3,"0,096","3,689470074","0,354189127","43,06703973",1,,,,
15256,Technology,USA,"11305,13347",0,"0,053992253","0,378966948",3,"0,096","0,318709348","0,030596097","34,26928715",1,,,,
15257,Manufacturing,LatAm,"7569,872758","0,601365222","-0,387236848","0,194268807",0,"0,072","3,294156947","0,2371793","5,944631013",1,,,,
15258,Services,USA,"102851,5148",1,"-0,507940433","0,432460356",4,"0,064","1,807076334","0,115652885","39,15322125",1,,,,
15259,Manufacturing,LatAm,"6460,156173","0,357078592","-0,296410722","0,117435586",3,"0,072","0,881007463","0,063432537","293,4178246",1,,,,
15260,Manufacturing,LatAm,"7408,178202","0,310092415","0,064064476","0,423071246",2,"0,072","0,663344062","0,047760772","253,5397597",1,,,,
15261,Technology,Europe,"22123,65598",1,"-0,52770253","0,628415544",2,"0,12","3,044981295","0,365397755","5,855171506",1,,,,
15262,Finance,LatAm,"30242,2235","0,694341831","0,098298778","0,509911151",2,"0,084","1,09227032","0,091750707","88,67828585",0,,,,
15263,Energy,USA,"23902,52135",0,"0,107339718","0,210341932",3,"0,04","0,32873258","0,013149303","762,03003",1,,,,
15264,Finance,LatAm,"19546,62473","0,281258663","-0,170121939","0,320191537",3,"0,084","0,626199771","0,052600781","44,23732322",1,,,,
15265,Retail,USA,"17717,09667","0,430666028","0,11545965","0,452456538",2,"0,072","0,744018874","0,053569359","115,540669",1,,,,
15266,Energy,Europe,"23681,84147","0,208477958","-0,075847055","0,405875972",5,"0,05","0,268642442","0,013432122","287,7587532",1,,,,
15267,Technology,Europe,"22375,23655",1,"0,104206364","0,698526771",2,"0,12","1,562879965","0,187545596","10,41470529",1,,,,
15268,Retail,Europe,"5311,277082","0,920884854","0,021397406","1,20039405",0,"0,09","2,137705054","0,192393455","6,827270066",1,,,,
15269,Manufacturing,USA,"24435,08005","0,511820824","0,024944385","0,138696421",7,"0,048","0,240133236","0,011526395","149,6828693",1,,,,
15270,Services,USA,"16124,21425","0,234756109","0,28476993","0,282263721",2,"0,064","0,509784278","0,032626194","1664,00745",1,,,,
15271,Finance,LatAm,"11640,97665","0,460795222","-0,630642714","0,370808755",2,"0,084","1,709893638","0,143631066","68,98281292",1,,,,
15272,Retail,LatAm,"36495,07383","0,349209025","0,115790617","0,563395812",5,"0,108","0,253174834","0,027342882","26,43585176",1,,,,
15273,Retail,USA,"24212,46295","0,275791805","0,054277564","0,451619835",1,"0,072","0,846707675","0,060962953","11,7062457",1,,,,
15274,Retail,LatAm,"14098,6985","0,453057815","0,061725791","0,098230636",6,"0,108","0,29192616","0,031528025","126,0141335",1,,,,
15275,Finance,Europe,"12384,08606","0,356054488","0,226953051","0,36388816",1,"0,07","0,839611999","0,05877284","121,8621086",1,,,,
15276,Energy,USA,"22777,62158",0,"0,048093346","0,247158389",1,"0,04","0,6239578","0,024958312","368,7921396",1,,,,
15277,Manufacturing,Europe,"316077,0323","0,682804885","-0,334930697","0,191461963",1,"0,06","2,620609812","0,157236589","64,20282078",1,,,,
15278,Technology,LatAm,"571848,1788","0,687844365","0,105564501","0,731277634",1,"0,144","1,297660762","0,18686315","53,7016084",1,,,,
15279,Manufacturing,LatAm,"16735,58659","0,496110596","-0,199551424","0,142216351",3,"0,072","0,972980871","0,070054623","3,098451516",1,,,,
15280,Finance,LatAm,"19924,83707","0,55722284","0,449554301","0,865330253",2,"0,084","0,5239363","0,044010649","445,8853673",1,,,,
15281,Services,LatAm,"9815,840021","0,173617144","-0,568779262","0,257195007",3,"0,096","0,819228263","0,078645913","75,69674542",1,,,,
15282,Energy,Europe,"34089,78929","0,159572337","0,009856174","0,405090507",2,"0,05","0,563807204","0,02819036","301,516697",1,,,,
15283,Energy,USA,"101273,6783","0,40038535","0,167057065","1,017171202",2,"0,04","0,509123509","0,02036494","103,3612515",1,,,,
15284,Retail,Europe,"10038,69068",1,"0,002238283","0,505930183",2,"0,09","1,905599439","0,17150395","42,57961429",1,,,,
15285,Manufacturing,LatAm,"39639,35154","0,553818161","-0,135150574","0,14938548",4,"0,072","0,734316662","0,0528708","179,2074205",0,,,,
15286,Manufacturing,USA,"253494,4014","0,048087779","0,968364448","0,303373474",3,"0,048","0,142570379","0,006843378","1468,012374",1,,,,
15287,Finance,USA,"25631,40948","0,684761932","0,136794752","0,310173865",2,"0,056","1,144835791","0,064110804","300,1887089",1,,,,
15288,Retail,Europe,"10180,89829",0,"0,009019341","0,159253987",3,"0,09","0,372080022","0,033487202","106,0794023",1,,,,
15289,Energy,LatAm,"60230,11984","0,5425294","0,088592942","0,585060897",2,"0,06","0,845921012","0,050755261","406,1409323",1,,,,
15290,Services,Europe,"22652,55983","0,402595473","-0,024753588","0,362853912",1,"0,08","1,158608646","0,092688692","12,81665965",1,,,,
15291,Finance,USA,"33660,35583",0,"0,487785047","0,231787829",2,"0,056","0,300088166","0,016804937","520,8697661",1,,,,
15292,Retail,USA,"22663,31748","0,570241095","0,01135883","0,472492594",3,"0,072","0,746586731","0,053754245","63,15432496",1,,,,
15293,Energy,Europe,"49235,23529","0,933518617","0,202492332","0,332312215",2,"0,05","1,539764506","0,076988225","126,3906769",1,,,,
15294,Services,Europe,"12414,19075","0,917343597","-0,173627904","0,302418044",3,"0,08","1,64614185","0,131691348","147,9144834",1,,,,
15295,Services,Europe,"8375,175261","0,5455291","0,253269215","0,285354584",1,"0,08","1,130146356","0,090411708","333,0841317",0,,,,
15296,Services,Europe,"21553,83949",1,"0,137668752","1,178194151",3,"0,08","0,88093994","0,070475195","80,29552546",1,,,,
15297,Retail,LatAm,"36003,89481","0,709314476","0,035260321","1,012782923",2,"0,108","0,9252604","0,099928123","148,9980825",1,,,,
15298,Retail,Europe,"34344,68161","0,286135877","0,081726745","0,110492587",2,"0,09","0,735084939","0,066157644","121,6787344",1,,,,
15299,Services,LatAm,"11877,63182","0,519292541","-0,040057272","0,092997692",1,"0,096","1,603994752","0,153983496","67,54602517",1,,,,
15300,Finance,LatAm,"9959,655713","0,596983895","0,186592876","0,1003138",5,"0,084","0,431160903","0,036217516","109,960317",1,,,,
15301,Energy,LatAm,"109991,7152","0,36973933","0,136494857","0,713365075",4,"0,06","0,320277202","0,019216632","1745,70943",1,,,,
15302,Technology,Europe,"4818,905861","0,249775104","0,020842877","0,333850952",3,"0,12","0,490119668","0,05881436","123,851624",0,,,,
15303,Manufacturing,LatAm,"19683,37155","0,40004981","-0,270188386","0,83704704",2,"0,072","0,862206551","0,062078872","115,940983",1,,,,
15304,Finance,Europe,"6226,284338",1,"-0,526281286","0,267283129",3,"0,07","2,698347967","0,188884358","88,37669029",1,,,,
15305,Retail,Europe,"58617,08403",1,"0,121368313","0,305152529",2,"0,09","1,870218787","0,168319691","14,2178148",1,,,,
15306,Services,USA,"19073,23136","0,539313901","0,088761026","0,34987118",4,"0,064","0,519584532","0,03325341","250,6531971",1,,,,
15307,Technology,LatAm,"64436,48632","0,732481329","0,231144608","0,823215738",5,"0,144","0,352032956","0,050692746","39,52445133",0,,,,
15308,Energy,LatAm,"15851,60085","0,499234855","0,086871039","0,568404072",1,"0,06","1,080883982","0,064853039","143,2335476",1,,,,
15309,Finance,USA,"39254,26187","0,781181936","-0,565554287","0,290194635",2,"0,056","2,697242278","0,151045568","80,88876369",1,,,,
15310,Manufacturing,Europe,"7982,422969","0,627484542","0,049642671","0,309382451",1,"0,06","1,547890316","0,092873419","68,53387661",1,,,,
15311,Energy,Europe,"5738,671238","0,449036535","0,167598285","0,164209901",4,"0,05","0,460174997","0,02300875","626,3951482",1,,,,
15312,Energy,Europe,"9804,021432","0,630086245","0,251146264","0,348984898",2,"0,05","0,922646281","0,046132314","74,21748005",1,,,,
15313,Finance,LatAm,"22852,73482","0,607707557","0,716312766","0,323602643",1,"0,084","0,766015593","0,06434531","7,758409147",1,,,,
15314,Retail,LatAm,"95100,68383","0,433640667","0,052187404","0,127058729",2,"0,108","0,936827822","0,101177405","146,9305122",1,,,,
15315,Energy,Europe,"13081,61261","0,933305403","0,033465809","0,515009289",2,"0,05","1,663606191","0,08318031","256,2777632",1,,,,
15316,Finance,LatAm,"27561,88187","0,364818796","-0,351155342","0,324665942",3,"0,084","0,848784939","0,071297935","118,3902067",0,,,,
15317,Finance,LatAm,"10975,13404","0,267009736","-0,532316608","0,228855767",2,"0,084","1,244088744","0,104503454","187,4756916",0,,,,
15318,Retail,LatAm,"9907,938688","0,511008584","0,022589775","0,702056185",3,"0,108","0,602236538","0,065041546","25,08508508",1,,,,
15319,Technology,Europe,"12490,64612","0,563922268","0,077522113","0,749207071",4,"0,12","0,446532878","0,053583945","66,33314306",1,,,,
15320,Technology,Europe,"27536,03252",0,"0,282157948","1,173819473",3,"0,12","0,170491867","0,020459024","475,0491805",1,,,,
15321,Finance,USA,"21434,68926",0,"1,096485023","0,84763771",3,"0,056","0,0888946","0,004978098","358,9654898",1,,,,
15322,Manufacturing,Europe,"16436,39488","0,970495247","-0,608479646","0,254309735",2,"0,06","3,807861132","0,228471668","6,484679859",0,,,,
15323,Manufacturing,Europe,"19142,91383","0,789510051","-0,227693369","0,479700426",4,"0,06","0,972493617","0,058349617","142,4489347",1,,,,
15324,Energy,USA,"47585,1008","0,815911521","0,003025356","0,091649256",3,"0,04","1,316553447","0,052662138","208,959009",1,,,,
15325,Manufacturing,LatAm,"25130,87148","0,569071603","-0,011000212","0,330349632",2,"0,072","1,104544244","0,079527186","59,12944655",1,,,,
15326,Manufacturing,Europe,"9984,836604",1,"-0,250880402","0,131107735",1,"0,06","3,996130566","0,239767834","22,44397458",1,,,,
15327,Retail,USA,"31595,76866",1,"0,043463448","0,766675767",3,"0,072","1,189102319","0,085615367","80,71178591",1,,,,
15328,Services,USA,"6115,145259",1,"-0,188061174","0,49520128",3,"0,064","1,716797324","0,109875029","114,3773929",1,,,,
15329,Services,LatAm,"33831,54525","0,810279031","-0,198052906","0,38308731",2,"0,096","1,862515135","0,178801453","197,8572868",1,,,,
15330,Retail,USA,"24860,07395","0,721041467","0,017088258","0,243637606",5,"0,072","0,572727719","0,041236396","169,1704982",0,,,,
15331,Retail,Europe,"38996,61995","0,391153991","0,044249946","0,324624445",2,"0,09","0,802654289","0,072238886","65,43929343",1,,,,
15332,Technology,USA,"83635,25406","0,054404678","0,125515861","0,233823253",4,"0,096","0,256450281","0,024619227","289,4709367",0,,,,
15333,Retail,USA,"26794,69049","0,091864827","0,069376749","1,314395962",2,"0,072","0,304593405","0,021930725","364,8824226",1,,,,
15334,Technology,Europe,"51219,52057","0,342174204","0,185268057","0,643176529",1,"0,12","0,745578378","0,089469405","253,6261851",1,,,,
15335,Energy,Europe,"54481,36275",1,"0,13069398","0,303135758",5,"0,05","0,754076197","0,03770381","734,7296171",1,,,,
15336,Manufacturing,Europe,"57073,09938",0,"0,708857707","0,839809352",2,"0,06","0,177503956","0,010650237","885,3984898",0,,,,
15337,Finance,Europe,"15449,13536","0,414042894","0,639103334","0,303663085",3,"0,07","0,343052927","0,024013705","857,9673225",0,,,,
15338,Technology,USA,"18533,48884","0,833306366","0,191717697","0,595851917",6,"0,096","0,353566353","0,03394237","105,7898934",1,,,,
15339,Energy,Europe,"46701,66112","0,135769215","0,108198602","0,676913867",2,"0,05","0,430416595","0,02152083","744,4659009",1,,,,
15340,Technology,USA,"67077,61984","0,110719888","0,220284044","0,571487214",2,"0,096","0,39064822","0,037502229","421,9376708",1,,,,
15341,Manufacturing,USA,"222330,5851","0,271939257","-0,231390885","0,233794052",2,"0,048","0,925337026","0,044416177","106,5626386",1,,,,
15342,Energy,USA,"59410,3606",0,"0,165637259","0,104391107",2,"0,04","0,441387188","0,017655488","294,5881977",1,,,,
15343,Retail,LatAm,"7684,341625","0,623397321","-0,003977628","0,679248579",4,"0,108","0,5485095","0,059239026","545,5351924",0,,,,
15344,Technology,Europe,"38184,78161","0,772973612","0,16311969","1,214527134",5,"0,12","0,329254971","0,039510597","141,451925",1,,,,
15345,Manufacturing,USA,"15470,16725","0,548598359","0,055189012","0,55749974",1,"0,048","1,207991009","0,057983568","344,9143273",1,,,,
15346,Finance,LatAm,"45499,2738","0,853918702","0,571090809","0,431525497",0,"0,084","1,638898707","0,137667491","222,5231078",1,,,,
15347,Retail,Europe,"26956,44395","0,745085935","-0,001333264","0,153879459",4,"0,09","0,853868941","0,076848205","274,2215429",1,,,,
15348,Finance,LatAm,"34670,94504","0,474427365","0,648362605","0,663885887",3,"0,084","0,310781713","0,026105664","83,20622031",1,,,,
15349,Finance,USA,"10716,65953","0,256415516","0,335950916","0,784809249",5,"0,056","0,158225782","0,008860644","161,7273864",1,,,,
15350,Energy,LatAm,"20730,14343","0,564089636","0,206663897","0,115257947",1,"0,06","1,325568711","0,079534123","41,43763116",1,,,,
15351,Manufacturing,LatAm,"19355,72172","0,543911411","0,970761692","0,491647734",1,"0,072","0,496228664","0,035728464","36,41111575",1,,,,
15352,Energy,Europe,"44488,49893","0,254166113","0,189046807","0,259789463",3,"0,05","0,432707902","0,021635395","541,2638834",0,,,,
15353,Retail,Europe,"25224,90721",1,"0,043816988","0,259108922",3,"0,09","1,532083465","0,137887512","63,51822949",1,,,,
15354,Services,Europe,"91245,67",0,"0,573140404","0,74978442",2,"0,08","0,212665959","0,017013277","14,16881778",0,,,,
15355,Manufacturing,LatAm,"13236,53446","0,427240761","-0,439391084","0,259857852",2,"0,072","1,419526406","0,102205901","6,905582459",1,,,,
15356,Finance,LatAm,"14819,73826","0,848154448","0,181199756","0,430161459",3,"0,084","0,976238055","0,082003997","28,9971714",1,,,,
15357,Retail,USA,"34895,39675","0,392584175","0,110142733","0,369553909",4,"0,072","0,404119996","0,02909664","515,3041362",1,,,,
15358,Technology,USA,"43726,67062","0,220723835","0,02844843","0,433496387",2,"0,096","0,598032086","0,05741108","136,9080448",0,,,,
15359,Services,Europe,"109353,7233","0,874532702","0,374967527","0,333491807",5,"0,08","0,481950254","0,03855602","304,6507965",0,,,,
15360,Services,Europe,"112351,1515","0,123323674","0,154366187","0,511916623",3,"0,08","0,324542433","0,025963395","291,4387336",0,,,,
15361,Finance,USA,"12786,07787","0,013395604","0,27279314","0,253645566",4,"0,056","0,206073471","0,011540114","461,9381248",1,,,,
15362,Technology,LatAm,"25216,45496","0,600421162","0,104308446","0,919273851",3,"0,144","0,569319422","0,081981997","74,93587468",1,,,,
15363,Services,Europe,"7128,168797","0,30757415","0,375246035","0,155929855",4,"0,08","0,303659055","0,024292724","772,840934",1,,,,
15364,Technology,USA,"11201,02362","0,239074115","0,158643938","0,733659259",2,"0,096","0,464468102","0,044588938","431,7253536",1,,,,
15365,Technology,USA,"43787,3488","0,583757944","0,075867196","0,875458228",4,"0,096","0,432592374","0,041528868","1,050216937",1,,,,
15366,Energy,Europe,"16827,16269","0,735619404","0,022003082","0,131721495",4,"0,05","0,83157422","0,041578711","537,9290596",0,,,,
15367,Technology,LatAm,"19086,89067","0,409247254","0,241579873","0,35613874",3,"0,144","0,493724129","0,071096275","224,5478002",1,,,,
15368,Finance,Europe,"71343,77172","0,149975733","0,778685919","0,121219038",5,"0,07","0,120713919","0,008449974","1485,513302",1,,,,
15369,Finance,LatAm,"40630,1192","0,926725985","0,21609963","0,789600125",4,"0,084","0,656514357","0,055147206","89,75979067",1,,,,
15370,Manufacturing,Europe,"31137,06684",1,"-0,414369908","0,316396992",0,"0,06","5,790226512","0,347413591","32,18428862",0,,,,
15371,Manufacturing,USA,"83107,73982","0,399325807","0,666945923","0,306598848",3,"0,048","0,325870037","0,015641762","1865,44032",0,,,,
15372,Finance,USA,"34932,55279",1,"-0,532377659","0,437629015",2,"0,056","3,36545494","0,188465477","27,17332312",1,,,,
15373,Technology,LatAm,"17564,7689","0,316046696","0,167080991","0,159211247",2,"0,144","0,688929338","0,099205825","28,91177197",1,,,,
15374,Energy,USA,"37984,58963","0,1963455","0,175275824","0,581444693",2,"0,04","0,462328352","0,018493134","1579,035626",0,,,,
15375,Technology,USA,"37110,90865",0,"0,217593784","0,162963548",3,"0,096","0,301472777","0,028941387","132,7633443",0,,,,
15376,Finance,USA,"19225,90596","0,649649495","-0,325377164","0,369833241",4,"0,056","0,918452387","0,051433334","420,86521",1,,,,
15377,Finance,Europe,"32911,81421",0,"0,515402021","0,185409763",2,"0,07","0,29876233","0,020913363","1118,836323",1,,,,
15378,Manufacturing,USA,"53589,71706","0,472746946","-0,28192511","0,752099864",3,"0,048","0,752010943","0,036096525","4,118078862",1,,,,
15379,Energy,LatAm,"25690,58058","0,563596756","0,113649575","0,700427729",1,"0,06","1,084947604","0,065096856","250,0489578",0,,,,
15380,Energy,LatAm,"31904,53904","0,490965896","0,231108266","0,958038195",4,"0,06","0,309227348","0,018553641","495,2772622",1,,,,
15381,Technology,LatAm,"13824,69184","0,508367601","0,091989113","0,595177018",3,"0,144","0,590357956","0,085011546","83,2961969",1,,,,
15382,Retail,LatAm,"11436,29846","0,555676865","0,079430429","0,865243388",3,"0,108","0,560718195","0,060557565","535,468713",1,,,,
15383,Manufacturing,Europe,"10490,50088","0,713754378","-0,577511707","0,271008762",4,"0,06","1,367027797","0,082021668","66,18294368",1,,,,
15384,Services,LatAm,"84745,61815","0,791000466","-0,473530522","0,97037611",5,"0,096","0,722414046","0,069351748","407,0867952",1,,,,
15385,Manufacturing,Europe,"20145,46604","0,629737392","0,265530677","0,4741305",0,"0,06","1,555831548","0,093349893","136,2422116",1,,,,
15386,Finance,USA,"30841,69037","0,168580959","0,67332489","0,585729804",4,"0,056","0,147589818","0,00826503","1864,70265",1,,,,
15387,Technology,LatAm,"11590,10316","0,561218094","0,143645448","0,452765703",0,"0,144","1,602874921","0,230813989","70,38849478",1,,,,
15388,Technology,USA,"21621,94925",0,"0,123026716","0,728082328",5,"0,096","0,137096821","0,013161295","11,16263159",0,,,,
15389,Technology,USA,"10889,33091",1,"0,170569623","1,038241259",7,"0,096","0,275356061","0,026434182","5,977551394",1,,,,
15390,Retail,LatAm,"21332,13664","0,884975782","0,09835495","0,728159251",3,"0,108","0,965633514","0,10428842","87,85462765",0,,,,
15391,Retail,USA,"5911,175133","0,578849912","-0,030038751","0,253011348",1,"0,072","1,602889513","0,115408045","23,66428757",1,,,,
15392,Services,USA,"10132,50259",1,"-0,501460307","0,680870098",3,"0,064","2,14046963","0,136990056","82,69180759",0,,,,
15393,Technology,USA,"41089,27343",0,"0,100464916","0,230142128",2,"0,096","0,442402145","0,042470606","190,6544456",0,,,,
15394,Energy,LatAm,"16554,75016","0,538547501","0,123322425","0,308776792",5,"0,06","0,379124903","0,022747494","45,77780838",1,,,,
15395,Services,USA,"35285,76339","0,304545062","-0,211717826","0,597449716",1,"0,064","1,072305026","0,068627522","305,0812035",0,,,,
15396,Energy,Europe,"5265,33352",0,"0,110535315","0,276708634",3,"0,05","0,316988548","0,015849427","137,4133405",0,,,,
15397,Technology,Europe,"22209,20637",0,"0,157215277","1,625700776",5,"0,12","0,084579305","0,010149517","55,02109613",1,,,,
15398,Retail,USA,"50418,14092","0,70626015","0,040514335","0,539575813",5,"0,072","0,471935943","0,033979388","44,71669997",1,,,,
15399,Finance,LatAm,"45003,5651","0,494045077","0,676423211","0,079432081",4,"0,084","0,308796858","0,025938936","22,43910099",1,,,,
15400,Finance,Europe,"12816,90434","0,844886144","-0,30009517","0,578186643",4,"0,07","1,081480639","0,075703645","11,99788457",1,,,,
15401,Manufacturing,USA,"53098,25619",0,"1,212480736","0,646870642",6,"0,048","0,035581976","0,001707935","8459,270534",1,,,,
15402,Services,LatAm,"35530,69014","0,816237973","0,272729468","0,119590964",3,"0,096","0,991865278","0,095219067","307,7066461",1,,,,
15403,Technology,LatAm,"32403,30047","0,582789394","-0,001496273","0,436095744",2,"0,144","1,059325614","0,152542888","27,55342541",0,,,,
15404,Finance,LatAm,"32400,51599","0,98063197","0,767175295","0,336480194",3,"0,084","0,694566453","0,058343582","37,71781129",1,,,,
15405,Services,USA,"17028,42499","0,101735406","0,179495721","0,170316459",6,"0,064","0,147777008","0,009457729","332,8277974",0,,,,
15406,Finance,Europe,"11372,53952",0,"0,794525408","0,471545949",1,"0,07","0,264398358","0,018507885","289,6552152",1,,,,
15407,Energy,Europe,"34168,02189",1,"-0,046244108","0,08988553",2,"0,05","2,462805981","0,123140299","128,5003598",1,,,,
15408,Finance,LatAm,"19522,30795","0,731404213","-0,191037584","0,125772278",2,"0,084","1,868727587","0,156973117","27,45784481",1,,,,
15409,Technology,Europe,"22747,59093",0,"0,15206164","0,430844141",4,"0,12","0,208569343","0,025028321","2,052939341",1,,,,
15410,Finance,USA,"408949,9264","0,747382616","0,217941539","0,498070127",4,"0,056","0,579318609","0,032441842","433,395755",1,,,,
15411,Energy,USA,"9490,458479",1,"-0,00095983","0,11054915",5,"0,04","0,947133953","0,037885358","634,5644597",1,,,,
15412,Technology,Europe,"61463,67528","0,707830986","0,198312543","0,333156377",0,"0,12","2,007430904","0,240891708","85,18609119",1,,,,
15413,Manufacturing,Europe,"44715,74544",1,"-0,594407867","0,330811334",1,"0,06","5,098784614","0,305927077","4,083385068",1,,,,
15414,Energy,Europe,"70566,03345","0,526743859","0,07194479","0,115526161",6,"0,05","0,319949508","0,015997475","123,0424915",0,,,,
15415,Services,Europe,"13088,42931",1,"-0,271576433","0,382363291",1,"0,08","3,598059913","0,287844793","6,438119066",1,,,,
15416,Energy,Europe,"16511,90739",1,"0,342206147","0,359304545",2,"0,05","1,459569576","0,072978479","52,84978435",1,,,,
15417,Technology,USA,"16895,9091","0,130692014","0,124696085","0,676429892",3,"0,096","0,311338975","0,029888542","291,4546551",1,,,,
15418,Services,USA,"3955,204176","0,003466379","0,552067134","0,597511215",1,"0,064","0,318025671","0,020353643","234,4492154",1,,,,
15419,Manufacturing,Europe,"41409,30849","0,023716922","0,808227238","0,623176521",0,"0,06","0,33815865","0,020289519","418,7555089",1,,,,
15420,Technology,Europe,"17365,35526","0,88962187","0,125538145","0,310183651",4,"0,12","0,863987338","0,103678481","110,9539654",0,,,,
15421,Finance,USA,"15464,00573","0,715698328","0,106942536","0,36969028",1,"0,056","1,6189209","0,09065957","363,1154026",1,,,,
15422,Finance,USA,"6592,720639","0,377365324","-0,573140607","0,564580723",5,"0,056","0,525659419","0,029436927","573,4626106",1,,,,
15423,Retail,USA,"16196,33105",1,"0,054164718","0,952776215",1,"0,072","1,953157267","0,140627323","39,81074476",0,,,,
15424,Technology,Europe,"33865,43587","0,215096021","0,243127289","1,180989307",1,"0,12","0,444423247","0,05333079","153,2791554",0,,,,
15425,Technology,USA,"35139,06058","0,202697947","0,073061351","0,750383639",2,"0,096","0,47511127","0,045610682","297,229281",1,,,,
15426,Finance,LatAm,"10336,64375","0,895930217","0,025364241","0,129563375",3,"0,084","1,424398184","0,119649447","47,99745933",1,,,,
15427,Manufacturing,Europe,"46394,20864","0,315044644","0,514741166","0,60431907",3,"0,06","0,288132817","0,017287969","47,55170486",1,,,,
15428,Services,USA,"13597,67867",1,"-0,683177945","0,737830743",8,"0,064","0,556695189","0,035628492","199,531909",1,,,,
15429,Manufacturing,USA,"30024,60772",0,"0,270780766","0,942680713",4,"0,048","0,143399459","0,006883174","49,6574725",0,,,,
15430,Manufacturing,Europe,"8438,112494","0,051817638","0,258006181","0,058219962",4,"0,06","0,244292328","0,01465754","849,710244",1,,,,
15431,Manufacturing,Europe,"13640,806","0,894259132","-0,565360818","0,535313537",0,"0,06","5,150494594","0,309029676","25,95173204",0,,,,
15432,Energy,USA,"12202,33365","0,22693952","-0,034013583","1,053183168",3,"0,04","0,349179654","0,013967186","462,036753",1,,,,
15433,Finance,LatAm,"10482,65968","0,532386418","0,17385796","0,161617333",4,"0,084","0,518877736","0,04358573","198,4304486",1,,,,
15434,Manufacturing,Europe,"45263,1109","0,109466627","0,303545102","0,345665941",3,"0,06","0,297548473","0,017852908","141,0418154",1,,,,
15435,Services,USA,"22715,4514","0,168086782","0,331397335","0,608649414",2,"0,064","0,373965448","0,023933789","661,4125075",1,,,,
15436,Manufacturing,Europe,"6188,762345","0,789253925","-0,353495173","0,796558758",2,"0,06","1,714457461","0,102867448","85,78473621",1,,,,
15437,Services,LatAm,"6971,452265","0,867624003","0,154867868","0,183541342",2,"0,096","1,575854184","0,151282002","106,6932239",1,,,,
15438,Retail,Europe,"49615,46111","0,018150485","0,034448922","0,228970495",3,"0,09","0,35997941","0,032398147","39,39189018",1,,,,
15439,Technology,LatAm,"36995,0366","0,174832075","0,133796151","0,994557497",4,"0,144","0,208289407","0,029993675","103,2255787",1,,,,
15440,Services,USA,"104774,6603","0,039070995","0,230054042","0,339637946",3,"0,064","0,289017938","0,018497148","553,1715959",1,,,,
15441,Retail,Europe,"41772,64218","0,829522298","0,114862783","0,72311529",0,"0,09","2,155155801","0,193964022","60,13672659",1,,,,
15442,Energy,Europe,"29992,94245",0,"0,145111132","0,169901027",2,"0,05","0,436022407","0,02180112","569,0193157",1,,,,
15443,Retail,Europe,"30620,35422","0,541205021","0,076195015","0,379592094",4,"0,09","0,519866344","0,046787971","813,9616135",0,,,,
15444,Manufacturing,Europe,"16447,24994","0,049562514","-0,270657301","0,164243355",3,"0,06","0,528812895","0,031728774","128,192731",1,,,,
15445,Energy,LatAm,"35651,02433","0,748044372","0,010694792","0,183691319",1,"0,06","2,053459859","0,123207592","68,45766589",0,,,,
15446,Retail,LatAm,"9294,939014","0,578445745","0,040213162","0,464056252",4,"0,108","0,54630783","0,059001246","27,64392443",1,,,,
15447,Finance,LatAm,"24495,64004","0,66931358","-0,209452006","0,323563321",3,"0,084","1,163742046","0,097754332","15,35478631",1,,,,
15448,Technology,LatAm,"86214,73035","0,410844506","0,133331553","0,521622023",0,"0,144","1,248726452","0,179816609","12,16824874",1,,,,
15449,Energy,USA,"11307,09953","0,287067314","0,254807532","0,848554092",5,"0,04","0,174037653","0,006961506","3763,990669",0,,,,
